STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_Crime,city,lat,lon,state
ANDHRA PRADESH,adilabad,2001,50,30,16,149,34,175,0,454,,,,
ANDHRA PRADESH,anantapur,2001,23,30,7,118,24,154,0,356,,,,
ANDHRA PRADESH,chittoor,2001,27,34,14,112,83,186,0,456,,,,
ANDHRA PRADESH,kadapa,2001,20,20,17,126,38,57,0,278,,,,
ANDHRA PRADESH,east godavari,2001,23,26,12,109,58,247,0,475,,,,
ANDHRA PRADESH,guntakal rly.,2001,0,0,0,1,0,0,0,1,,,,
ANDHRA PRADESH,guntur,2001,54,51,7,139,129,378,0,758,,,,
ANDHRA PRADESH,hyderabad city,2001,37,39,24,118,27,746,0,991,,,,
ANDHRA PRADESH,karimnagar,2001,56,49,62,414,81,224,0,886,,,,
ANDHRA PRADESH,khammam,2001,47,30,17,180,336,172,0,782,,,,
ANDHRA PRADESH,krishna,2001,37,21,10,208,72,265,0,613,krishna,16.2135466,81.0277844, Andhra Pradesh
ANDHRA PRADESH,kurnool,2001,29,47,13,141,107,92,0,429,kurnool,15.8309251,78.0425373, Andhra Pradesh
ANDHRA PRADESH,mahaboobnagar,2001,59,27,14,176,41,69,0,386,,,,
ANDHRA PRADESH,medak,2001,35,20,26,100,25,192,0,398,,,,
ANDHRA PRADESH,nalgonda,2001,35,19,31,188,59,214,0,546,,,,
ANDHRA PRADESH,nellore,2001,46,80,10,207,228,287,0,858,,,,
ANDHRA PRADESH,nizamabad,2001,21,21,19,55,15,228,0,359,nizamabad,18.3015062,84.0232082, Andhra Pradesh
ANDHRA PRADESH,prakasham,2001,19,12,5,140,100,119,0,395,,,,
ANDHRA PRADESH,ranga reddy,2001,72,83,37,113,55,421,7,788,,,,
ANDHRA PRADESH,secunderabad rly.,2001,0,0,1,0,1,0,0,2,,,,
ANDHRA PRADESH,srikakulam,2001,8,12,6,38,47,108,0,219,,,,
ANDHRA PRADESH,vijayawada,2001,25,48,2,84,122,520,0,801,,,,
ANDHRA PRADESH,vijayawada rly.,2001,1,0,0,1,1,0,0,3,,,,
ANDHRA PRADESH,visakha rural,2001,12,12,3,67,48,99,0,241,,,,
ANDHRA PRADESH,visakhapatnam,2001,13,6,0,33,462,204,0,718,,,,
ANDHRA PRADESH,vizianagaram,2001,8,2,0,40,22,121,0,193,,,,
ANDHRA PRADESH,warangal,2001,53,25,52,241,0,165,0,536,,,,
ANDHRA PRADESH,west godavari,2001,61,21,15,246,56,348,0,747,,,,
ANDHRA PRADESH,total,2001,871,765,420,3544,2271,5791,7,13669,,,,
ARUNACHAL PRADESH,changlang,2001,1,2,0,3,0,0,0,6,,,,
ARUNACHAL PRADESH,dibang valley,2001,2,4,0,4,0,2,0,12,,,,
ARUNACHAL PRADESH,kameng east,2001,2,5,0,5,0,0,0,12,,,,
ARUNACHAL PRADESH,kameng west,2001,0,2,0,0,0,0,0,2,,,,
ARUNACHAL PRADESH,lohit,2001,2,6,0,8,0,0,0,16,,,,
ARUNACHAL PRADESH,papum pare,2001,9,5,0,6,0,3,0,23,,,,
ARUNACHAL PRADESH,siang east,2001,5,7,0,7,0,2,0,21,,,,
ARUNACHAL PRADESH,siang upper,2001,2,5,0,3,0,0,0,10,,,,
ARUNACHAL PRADESH,siang west,2001,4,10,0,25,2,2,0,43,,,,
ARUNACHAL PRADESH,subansiri lower,2001,2,5,0,4,0,0,0,11,,,,
ARUNACHAL PRADESH,subansiri upper,2001,2,1,0,8,0,2,0,13,,,,
ARUNACHAL PRADESH,tawang,2001,1,0,0,5,1,0,0,7,,,,
ARUNACHAL PRADESH,tirap,2001,1,3,0,0,0,0,0,4,,,,
ARUNACHAL PRADESH,total,2001,33,55,0,78,3,11,0,180,,,,
ASSAM,barpeta,2001,28,88,10,29,0,95,0,250,,,,
ASSAM,bongaigaon,2001,20,21,1,22,0,26,0,90,,,,
ASSAM,c.i.d.,2001,0,0,0,0,0,0,0,0,,,,
ASSAM,cachar,2001,45,74,7,80,0,216,0,422,,,,
ASSAM,darrang,2001,48,47,9,56,0,37,0,197,,,,
ASSAM,dhemaji,2001,42,20,0,26,0,0,0,88,,,,
ASSAM,dhubri,2001,43,51,5,49,0,111,0,259,dhubri,26.132275,90.1249962, Assam
ASSAM,dibrugarh,2001,35,37,3,41,0,19,0,135,,,,
ASSAM,g.r.p.,2001,1,0,0,0,0,0,0,1,,,,
ASSAM,goalpara,2001,35,35,1,54,0,64,0,189,goalpara,26.0491877,90.6001859, Assam
ASSAM,golaghat,2001,30,40,0,23,0,26,0,119,,,,
ASSAM,guwahati city,2001,37,64,5,67,0,98,0,271,,,,
ASSAM,hailakandi,2001,24,34,2,27,0,28,0,115,,,,
ASSAM,jorhat,2001,42,28,2,44,0,48,0,164,jorhat,26.7577925,94.2079645, Assam
ASSAM,kamrup,2001,21,65,2,42,0,27,0,157,kamrup,26.1468861,91.2227397, Assam
ASSAM,karbi anglong,2001,5,15,4,5,0,8,0,37,,,,
ASSAM,karimganj,2001,33,8,1,9,0,30,0,81,,,,
ASSAM,kokrajhar,2001,14,12,0,37,0,20,0,83,,,,
ASSAM,lakhimpur,2001,64,62,0,22,0,93,0,241,lakhimpur,27.1763356,94.1992932, Assam
ASSAM,morigaon,2001,23,37,0,6,0,28,0,94,,,,
ASSAM,n.c.hills,2001,2,4,0,2,0,7,0,15,,,,
ASSAM,nagaon,2001,51,109,1,113,4,132,0,410,,,,
ASSAM,nalbari,2001,30,27,3,16,0,15,0,91,nalbari,26.3533632,91.3983662, Assam
ASSAM,r.p.o.,2001,3,0,0,0,0,0,0,3,,,,
ASSAM,sibsagar,2001,47,64,0,28,0,0,0,139,,,,
ASSAM,sonitpur,2001,53,80,1,43,0,99,0,276,sonitpur,26.7677707,92.7014089, Assam
ASSAM,tinsukia,2001,41,48,2,9,0,21,0,121,,,,
ASSAM,total,2001,817,1070,59,850,4,1248,0,4048,,,,
BIHAR,araria,2001,93,13,11,3,0,50,0,170,araria,26.1346459,87.4654062, Bihar
BIHAR,arwal,2001,0,0,7,11,0,14,0,32,,,,
BIHAR,aurangabad,2001,16,4,33,13,2,19,0,87,aurangabad,19.877263,75.3390241, Maharashtra
BIHAR,bagaha,2001,25,6,0,4,0,2,0,37,,,,
BIHAR,banka,2001,34,10,9,0,0,16,0,69,banka,24.8328273,86.8161114, Bihar
BIHAR,begusarai,2001,13,7,21,32,0,21,0,94,,,,
BIHAR,bettiah,2001,20,23,17,23,0,54,8,145,,,,
BIHAR,bhabhua,2001,10,12,8,7,0,22,0,59,,,,
BIHAR,bhagalpur,2001,35,9,20,15,0,52,0,131,,,,
BIHAR,bhojpur,2001,22,13,23,0,4,29,0,91,bhojpur,25.4501182,84.5635193, Bihar
BIHAR,buxar,2001,8,1,15,0,0,0,0,24,buxar,25.5044834,84.1097525, Bihar
BIHAR,darbhanga,2001,19,16,37,40,0,34,0,146,darbhanga,26.08299,86.0324951, Bihar
BIHAR,gaya,2001,25,15,26,27,0,24,0,117,,,,
BIHAR,gopalganj,2001,13,18,22,0,2,155,0,210,,,,
BIHAR,jamalpur rly.,2001,1,0,0,1,0,1,0,3,,,,
BIHAR,jamui,2001,10,1,16,8,0,15,0,50,jamui,24.7562514,86.3011128, Bihar
BIHAR,jehanabad,2001,6,5,25,0,0,4,0,40,jehanabad,25.1529579,85.0065043, Bihar
BIHAR,katihar,2001,51,20,6,6,0,29,0,112,,,,
BIHAR,katihar rly.,2001,0,1,0,2,0,0,0,3,,,,
BIHAR,khagaria,2001,5,6,11,6,0,2,0,30,khagaria,25.4930513,86.6982264, Bihar
BIHAR,kishanganj,2001,22,16,4,2,1,39,0,84,kishanganj,26.2984144,87.9466715, Bihar
BIHAR,lakhisarai,2001,10,7,6,12,0,5,0,40,,,,
BIHAR,madhepura,2001,11,15,6,3,0,10,0,45,madhepura,25.7806118,86.9364753, Bihar
BIHAR,madhubani,2001,13,11,12,41,0,18,0,95,madhubani,26.3503076,86.2296424, Bihar
BIHAR,motihari,2001,44,35,37,3,1,47,0,167,,,,
BIHAR,munger,2001,11,15,8,0,0,39,0,73,,,,
BIHAR,muzaffarpur,2001,73,25,69,81,0,141,6,395,muzaffarpur,26.1482548,85.3316097, Bihar
BIHAR,muzaffarpur rly.,2001,2,1,0,4,0,1,0,8,,,,
BIHAR,nalanda,2001,40,12,47,14,2,54,0,169,,,,
BIHAR,naugachia,2001,7,9,4,0,0,5,0,25,,,,
BIHAR,nawadah,2001,15,1,17,7,0,13,1,54,,,,
BIHAR,patna,2001,27,11,90,47,0,152,39,366,patna,25.6093239,85.1235252, Bihar
BIHAR,patna rly.,2001,1,1,0,9,0,0,0,11,,,,
BIHAR,purnea,2001,39,23,8,5,0,22,0,97,,,,
BIHAR,rohtas,2001,25,18,36,21,0,59,0,159,rohtas,24.9394143,84.0197031, Bihar
BIHAR,saharsa,2001,12,10,7,9,0,12,0,50,,,,
BIHAR,samastipur,2001,19,29,11,17,9,35,29,149,samastipur,25.7747885,85.8672314, Bihar
BIHAR,saran,2001,20,15,67,22,0,101,0,225,,,,
BIHAR,sheikhpura,2001,3,1,9,0,0,32,0,45,sheikhpura,25.1250741,85.8160771, Bihar
BIHAR,sheohar,2001,11,7,3,0,0,2,0,23,sheohar,26.4934234,85.2717561, Bihar
BIHAR,sitamarhi,2001,23,20,13,1,0,21,0,78,,,,
BIHAR,siwan,2001,4,26,32,6,0,10,0,78,,,,
BIHAR,supaul,2001,30,2,7,8,0,18,0,65,supaul,26.2768089,86.7959614, Bihar
BIHAR,vaishali,2001,20,28,59,52,0,179,0,338,vaishali,25.7491703,85.3972164, Bihar
BIHAR,total,2001,888,518,859,562,21,1558,83,4489,,,,
CHHATTISGARH,balrampur,2001,17,1,1,18,0,7,0,44,balrampur,27.4476988,82.3956245, Uttar Pradesh
CHHATTISGARH,bilaspur,2001,69,20,7,180,10,94,0,380,bilaspur,22.1638486,82.1365923, Chhattisgarh
CHHATTISGARH,bizapur,2001,4,0,0,1,0,0,0,5,,,,
CHHATTISGARH,dantewara,2001,19,8,1,18,1,3,0,50,,,,
CHHATTISGARH,dhamtari,2001,22,4,1,41,5,6,0,79,dhamtari,20.5326259,81.7155987, Chattisgarh
CHHATTISGARH,durg,2001,144,42,12,287,38,231,0,754,durg,21.1982964,81.4007922, Chattisgarh
CHHATTISGARH,grp raipur,2001,0,0,0,4,0,1,0,5,,,,
CHHATTISGARH,jagdalpur,2001,59,4,3,49,2,14,0,131,,,,
CHHATTISGARH,janjgir,2001,29,6,9,110,13,116,0,283,janjgir,22.0090841,82.578896, Chattisgarh
CHHATTISGARH,jashpur,2001,36,2,2,41,1,4,0,86,jashpur,22.770251,83.9708013, Chattisgarh
CHHATTISGARH,kanker,2001,42,4,1,36,3,10,0,96,kanker,20.2692747,81.4932111, Chattisgarh
CHHATTISGARH,kawardha,2001,35,0,1,45,4,15,0,100,,,,
CHHATTISGARH,korba,2001,46,13,1,90,7,31,0,188,korba,22.5198217,82.6350029, Chattisgarh
CHHATTISGARH,koriya,2001,34,7,3,102,2,31,0,179,,,,
CHHATTISGARH,mahasamund,2001,43,7,6,69,6,21,0,152,mahasamund,21.1922846,82.4890263, Chattisgarh
CHHATTISGARH,raigarh,2001,53,6,2,104,5,22,0,192,,,,
CHHATTISGARH,raipur,2001,104,28,16,253,42,121,0,564,raipur,21.2380912,81.6336993, Chattisgarh
CHHATTISGARH,rajnandgaon,2001,58,3,3,92,12,51,0,219,rajnandgaon,21.0684425,80.7970779, Chattisgarh
CHHATTISGARH,sarguja,2001,145,16,1,223,10,62,0,457,,,,
CHHATTISGARH,total,2001,959,171,70,1763,161,840,0,3964,,,,
GOA,north goa,2001,4,1,2,12,2,6,0,27,,,,
GOA,south goa,2001,8,5,0,5,5,5,0,28,,,,
GOA,total,2001,12,6,2,17,7,11,0,55,,,,
GUJARAT,ahmedabad commr.,2001,39,117,7,54,27,530,0,774,,,,
GUJARAT,ahmedabad rural,2001,5,27,0,26,0,84,0,142,,,,
GUJARAT,ahwa-dang,2001,1,1,0,2,0,2,0,6,,,,
GUJARAT,amreli,2001,2,34,2,21,0,94,0,153,amreli,21.4176122,71.249609, Gujarat
GUJARAT,anand,2001,3,28,0,27,3,210,0,271,anand,22.5586555,72.9627227, Gujarat
GUJARAT,bharuch,2001,4,34,0,19,0,56,0,113,bharuch,21.7080427,72.9956936, Gujarat
GUJARAT,bhavnagar,2001,9,51,2,36,7,129,0,234,bhavnagar,21.7718836,72.1416449, Gujarat
GUJARAT,dahod,2001,5,15,0,17,0,11,0,48,dahod,22.9194099,74.1342725, Gujarat
GUJARAT,gandhinagar,2001,4,12,3,37,7,116,0,179,gandhinagar,23.2232877,72.6492267, Gujarat
GUJARAT,himatnagar,2001,17,29,4,51,0,165,0,266,,,,
GUJARAT,jamnagar,2001,20,22,2,18,2,163,0,227,jamnagar,22.4732415,70.0552102, Gujarat
GUJARAT,junagadh,2001,14,39,11,44,8,384,0,500,,,,
GUJARAT,kheda north,2001,11,30,0,43,0,122,0,206,,,,
GUJARAT,kutch,2001,2,22,2,25,1,176,0,228,,,,
GUJARAT,mehsana,2001,4,49,5,47,1,188,0,294,,,,
GUJARAT,narmada,2001,8,8,0,7,1,9,0,33,,,,
GUJARAT,navsari,2001,2,5,0,6,0,17,0,30,navsari,20.952407,72.9323831, Gujarat
GUJARAT,palanpur,2001,18,35,2,50,2,152,0,259,,,,
GUJARAT,panchmahal,2001,5,46,0,1,23,43,0,118,,,,
GUJARAT,patan,2001,3,21,0,23,0,78,0,125,patan,23.773753,71.6798581, Gujarat
GUJARAT,porbandar,2001,6,5,0,10,0,64,0,85,porbandar,21.6029751,69.8538067, Gujarat
GUJARAT,rajkot commr.,2001,5,38,3,19,12,199,0,276,,,,
GUJARAT,rajkot rural,2001,20,35,2,45,3,206,0,311,,,,
GUJARAT,surat commr.,2001,11,37,20,10,1,132,0,211,,,,
GUJARAT,surat rural,2001,26,16,0,11,0,34,0,87,,,,
GUJARAT,surendranagar,2001,11,24,2,45,3,75,0,160,surendranagar,22.8251395,71.6209736, Gujarat
GUJARAT,vadodara commr.,2001,3,32,0,11,10,90,0,146,,,,
GUJARAT,vadodara rural,2001,18,34,0,34,0,81,0,167,,,,
GUJARAT,valsad,2001,9,11,0,10,0,50,0,80,,,,
GUJARAT,w.rly,2001,1,0,0,7,0,7,0,15,,,,
GUJARAT,total,2001,286,857,67,756,111,3667,0,5744,,,,
HARYANA,ambala,2001,11,32,11,27,0,132,0,213,ambala,30.3843674,76.770421, Haryana
HARYANA,bhiwani,2001,10,7,33,17,0,43,0,110,bhiwani,28.7931703,76.1391283, Haryana
HARYANA,faridabad,2001,37,53,19,47,242,108,0,506,faridabad,28.4031478,77.3105561, Haryana
HARYANA,fatehabad,2001,17,13,17,17,0,93,0,157,fatehabad,29.5359209,75.5752901, Haryana
HARYANA,grp,2001,0,2,5,1,26,0,0,34,,,,
HARYANA,gurgaon,2001,32,32,17,21,21,136,0,259,gurgaon,28.4646148,77.0299194, Haryana
HARYANA,hissar,2001,10,18,24,33,0,117,0,202,,,,
HARYANA,jhajjar,2001,21,8,20,42,13,122,0,226,,,,
HARYANA,jind,2001,21,8,11,22,29,67,0,158,jind,29.3152073,76.314082, Haryana
HARYANA,kaithal,2001,16,8,9,19,0,105,0,157,kaithal,29.7996588,76.3989903, Haryana
HARYANA,karnal,2001,44,10,18,28,2,97,0,199,karnal,29.7255766,76.9106924, Haryana
HARYANA,kurukshetra,2001,31,14,10,28,8,68,0,159,kurukshetra,29.9693747,76.8482787, Haryana
HARYANA,mahendragarh,2001,11,8,8,19,0,23,0,69,,,,
HARYANA,panchkula,2001,6,15,4,23,10,43,0,101,panchkula,30.6975401,76.8551066, Haryana
HARYANA,panipat,2001,38,10,11,16,11,92,0,178,panipat,29.3912753,76.9771675, Haryana
HARYANA,rewari,2001,11,11,12,17,0,14,0,65,rewari,28.1956468,76.6165179, Haryana
HARYANA,rohtak,2001,28,6,17,26,20,41,0,138,rohtak,28.9010899,76.5801935, Haryana
HARYANA,sirsa,2001,17,7,12,23,0,98,0,157,sirsa,29.6063041,74.9036568, Haryana
HARYANA,sonipat,2001,15,12,18,22,14,51,0,132,sonipat,28.9953758,77.0233627, Haryana
HARYANA,yamunanagar,2001,22,23,9,30,5,63,0,152,,,,
HARYANA,total,2001,398,297,285,478,401,1513,0,3372,,,,
HIMACHAL PRADESH,bilaspur,2001,5,9,1,35,1,47,0,98,bilaspur,22.1638486,82.1365923, Chhattisgarh
HIMACHAL PRADESH,chamba,2001,12,15,0,23,1,21,0,72,chamba,32.6923316,76.1631552, Himachal Pradesh
HIMACHAL PRADESH,g.r.p.,2001,0,0,0,0,0,0,0,0,,,,
HIMACHAL PRADESH,hamirpur,2001,3,3,1,17,2,33,0,59,hamirpur,31.6539866,76.5403633, Himachal Pradesh
HIMACHAL PRADESH,kangra,2001,18,21,1,43,0,58,0,141,kangra,32.0768665,76.2985872, Himachal Pradesh
HIMACHAL PRADESH,kinnaur,2001,6,3,0,4,0,2,0,15,,,,
HIMACHAL PRADESH,kullu,2001,13,6,0,12,0,2,0,33,kullu,31.9578974,77.1089232, Himachal Pradesh
HIMACHAL PRADESH,lahaul-spiti,2001,2,1,0,0,0,1,0,4,,,,
HIMACHAL PRADESH,mandi,2001,16,10,0,59,4,56,0,145,mandi,31.6516617,77.0092542, Himachal Pradesh
HIMACHAL PRADESH,shimla,2001,18,11,2,50,1,31,0,113,shimla,31.1041526,77.1709729, Himachal Pradesh
HIMACHAL PRADESH,sirmaur,2001,10,11,3,33,4,22,0,83,,,,
HIMACHAL PRADESH,solan,2001,12,10,2,23,1,24,0,72,solan,30.9077569,77.1023645, Himachal Pradesh
HIMACHAL PRADESH,una,2001,9,5,0,11,0,20,0,45,una,31.5834642,76.2351452, Himachal Pradesh
HIMACHAL PRADESH,total,2001,124,105,10,310,14,317,0,880,,,,
JAMMU & KASHMIR,anantnag,2001,6,36,0,53,12,0,0,107,anantnag,33.74611,75.1854475, Jammu and Kashmir
JAMMU & KASHMIR,awantipora,2001,1,13,0,8,2,0,0,24,,,,
JAMMU & KASHMIR,baramulla,2001,28,59,0,93,14,0,0,194,,,,
JAMMU & KASHMIR,border,2001,12,10,0,15,5,3,0,45,,,,
JAMMU & KASHMIR,budgam,2001,7,34,0,35,9,0,0,85,,,,
JAMMU & KASHMIR,crime jammu,2001,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,crime srinagar,2001,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,doda,2001,7,15,0,6,2,1,0,31,,,,
JAMMU & KASHMIR,ganderbal,2001,5,31,0,30,4,0,0,70,,,,
JAMMU & KASHMIR,jammu,2001,13,43,5,40,94,26,0,221,jammu,32.7185614,74.8580917, Jammu & Kashmir
JAMMU & KASHMIR,kargil,2001,0,1,0,1,0,0,0,2,,,,
JAMMU & KASHMIR,kathua,2001,13,10,3,14,4,1,0,45,kathua,32.3901836,75.5251452, Jammu & Kashmir
JAMMU & KASHMIR,kulgam,2001,6,31,0,7,11,0,0,55,,,,
JAMMU & KASHMIR,kupwara,2001,6,29,0,62,2,0,0,99,,,,
JAMMU & KASHMIR,leh,2001,0,1,0,1,0,0,0,2,,,,
JAMMU & KASHMIR,poonch,2001,13,10,0,4,6,2,0,35,,,,
JAMMU & KASHMIR,pulwama,2001,7,33,0,19,12,0,0,71,,,,
JAMMU & KASHMIR,railways,2001,0,0,0,0,0,0,0,0,,,,
JAMMU & KASHMIR,rajouri,2001,17,20,3,7,6,6,0,59,rajouri,33.3772495,74.3132332, Jammu & Kashmir
JAMMU & KASHMIR,ramban,2001,3,3,0,3,2,0,0,11,,,,
JAMMU & KASHMIR,reasi,2001,7,9,0,5,4,0,0,25,,,,
JAMMU & KASHMIR,srinagar,2001,8,102,0,207,88,2,0,407,,,,
JAMMU & KASHMIR,udhampur,2001,10,14,2,12,11,9,0,58,udhampur,32.9219726,75.1331482, Jammu & Kashmir
JAMMU & KASHMIR,total,2001,169,504,13,622,288,50,0,1646,,,,
JHARKHAND,bokaro,2001,26,32,25,24,2,45,0,154,,,,
JHARKHAND,chaibasa,2001,32,10,0,6,0,0,0,48,,,,
JHARKHAND,chatra,2001,6,3,7,0,0,6,0,22,,,,
JHARKHAND,deoghar,2001,22,0,10,13,1,10,0,56,,,,
JHARKHAND,dhanbad,2001,32,45,30,47,0,18,0,172,,,,
JHARKHAND,dhanbad rly.,2001,2,0,0,0,0,0,0,2,,,,
JHARKHAND,dumka,2001,27,0,3,20,0,23,0,73,,,,
JHARKHAND,garhwa,2001,11,2,15,0,0,5,0,33,,,,
JHARKHAND,giridih,2001,42,10,30,13,0,57,0,152,,,,
JHARKHAND,godda,2001,37,26,1,0,0,0,0,64,,,,
JHARKHAND,gumla,2001,29,11,0,2,0,10,1,53,,,,
JHARKHAND,hazaribagh,2001,41,31,31,15,0,18,0,136,,,,
JHARKHAND,jamshedpur,2001,50,51,6,58,0,88,0,253,,,,
JHARKHAND,jamshedpur rly.,2001,1,0,0,1,0,0,0,2,,,,
JHARKHAND,jamtara,2001,18,11,5,13,0,20,0,67,,,,
JHARKHAND,koderma,2001,2,2,11,8,1,29,0,53,,,,
JHARKHAND,latehar,2001,12,2,6,0,0,0,0,20,,,,
JHARKHAND,lohardagga,2001,12,8,0,4,0,10,0,34,,,,
JHARKHAND,pakur,2001,23,0,7,0,0,18,0,48,,,,
JHARKHAND,palamu,2001,15,2,18,8,0,28,1,72,,,,
JHARKHAND,ranchi,2001,73,1,4,24,1,78,0,181,,,,
JHARKHAND,sahebganj,2001,20,5,3,23,0,21,0,72,,,,
JHARKHAND,saraikela,2001,17,15,4,18,0,0,0,54,,,,
JHARKHAND,simdega,2001,17,12,1,0,0,0,0,30,,,,
JHARKHAND,total,2001,567,279,217,297,5,484,2,1851,,,,
KARNATAKA,bagalkot,2001,2,7,1,39,0,50,0,99,bagalkot,16.1793224,75.6999315, Karnataka
KARNATAKA,bangalore commr.,2001,40,56,40,223,51,229,0,639,,,,
KARNATAKA,bangalore rural,2001,13,10,30,90,0,123,0,266,,,,
KARNATAKA,belgaum,2001,8,12,4,62,0,125,0,211,belgaum,15.8572666,74.5069343, Karnataka
KARNATAKA,bellary,2001,16,11,5,82,0,49,0,163,bellary,15.1430224,76.9173277, Karnataka
KARNATAKA,bidar,2001,7,10,2,90,3,51,0,163,bidar,18.0207297,77.2487204, Karnataka
KARNATAKA,bijapur,2001,6,19,1,65,0,92,0,183,bijapur,16.8269911,75.7175387, Karnataka
KARNATAKA,chamarajnagar,2001,4,5,7,43,0,15,0,74,,,,
KARNATAKA,chickmagalur,2001,8,7,4,57,8,83,0,167,,,,
KARNATAKA,chitradurga,2001,18,0,2,48,0,35,0,103,chitradurga,14.3049174,76.5296667, Karnataka
KARNATAKA,dakshin kannada,2001,3,6,1,24,0,25,0,59,,,,
KARNATAKA,davanagere,2001,22,13,8,84,5,77,0,209,,,,
KARNATAKA,dharwad commr.,2001,4,4,2,3,0,24,0,37,,,,
KARNATAKA,dharwad rural,2001,3,2,3,8,0,8,0,24,,,,
KARNATAKA,gadag,2001,2,2,3,10,0,18,0,35,gadag,15.416692,75.6815801, Karnataka
KARNATAKA,gulbarga,2001,20,21,6,143,1,104,0,295,,,,
KARNATAKA,hassan,2001,20,0,4,75,1,68,0,168,hassan,13.0301853,76.1744968, Karnataka
KARNATAKA,haveri,2001,3,11,5,42,0,32,0,93,haveri,14.7180268,75.3656423, Karnataka
KARNATAKA,k.g.f.,2001,1,7,4,12,0,20,0,44,,,,
KARNATAKA,kodagu,2001,4,4,4,22,0,14,0,48,,,,
KARNATAKA,kolar,2001,17,18,18,42,0,39,0,134,kolar,13.1805066,78.2669329, Karnataka
KARNATAKA,koppal,2001,6,12,5,40,1,23,0,87,koppal,15.5748238,76.3118494, Karnataka
KARNATAKA,mandya,2001,15,1,7,50,0,72,0,145,mandya,12.6368939,76.7275477, Karnataka
KARNATAKA,mysore commr.,2001,2,7,9,8,1,48,0,75,,,,
KARNATAKA,mysore rural,2001,12,4,6,79,2,51,0,154,,,,
KARNATAKA,raichur,2001,12,5,1,63,4,52,0,137,raichur,16.0547194,76.9003647, Karnataka
KARNATAKA,railways,2001,1,0,1,0,0,0,0,2,,,,
KARNATAKA,shimoga,2001,12,10,6,65,0,134,0,227,shimoga,14.0556503,75.2380553, Karnataka
KARNATAKA,tumkur,2001,6,4,28,53,0,44,0,135,tumkur,13.3400771,77.1006208, Karnataka
KARNATAKA,udupi,2001,2,0,0,16,2,16,0,36,udupi,13.5269784,74.8731879, Karnataka
KARNATAKA,uttar kannada,2001,4,3,3,27,2,34,0,73,,,,
KARNATAKA,total,2001,293,271,220,1665,81,1755,0,4285,,,,
KERALA,alapuzha,2001,21,6,1,162,2,105,0,297,,,,
KERALA,cbcid,2001,2,0,0,0,0,4,0,6,,,,
KERALA,ernakulam,2001,38,7,3,162,3,161,0,374,ernakulam,10.0383947,76.5074145, Kerala
KERALA,idukki,2001,34,0,0,145,16,127,0,322,idukki,9.8154785,76.9991599, Kerala
KERALA,kannur,2001,42,7,0,77,7,157,0,290,kannur,11.8763836,75.3737973, Kerala
KERALA,kasargod,2001,28,1,0,0,0,66,0,95,,,,
KERALA,kollam,2001,55,9,3,235,0,315,0,617,kollam,8.8870533,76.5906696, Kerala
KERALA,kottayam,2001,22,12,2,125,8,82,0,251,kottayam,9.6287383,76.6455326, Kerala
KERALA,kozhikode,2001,39,10,2,118,8,319,0,496,,,,
KERALA,malappuram,2001,71,4,3,92,3,448,0,621,malappuram,11.1068448,76.1099551, Kerala
KERALA,palakkad,2001,63,10,5,112,10,215,0,415,,,,
KERALA,pathanamthitta,2001,12,0,0,90,3,95,0,200,,,,
KERALA,railways,2001,1,0,0,0,0,0,0,1,,,,
KERALA,thrissur,2001,42,9,2,223,16,198,0,490,,,,
KERALA,trivandrum,2001,57,21,6,345,2,210,0,641,,,,
KERALA,wayanadu,2001,35,1,0,56,3,59,0,154,,,,
KERALA,total,2001,562,97,27,1942,81,2561,0,5270,,,,
MADHYA PRADESH,balaghat,2001,87,11,3,157,12,72,0,342,balaghat,21.8611589,80.3237105, Madhya Pradesh
MADHYA PRADESH,barwani,2001,34,2,5,81,9,18,0,149,,,,
MADHYA PRADESH,betul,2001,95,16,7,135,4,71,0,328,betul,21.8797472,77.8753651, Madhya Pradesh
MADHYA PRADESH,bhind,2001,31,20,34,80,2,54,0,221,bhind,26.3518828,78.6863189, Madhya Pradesh
MADHYA PRADESH,bhopal,2001,106,48,15,252,56,132,0,609,bhopal,23.2584857,77.401989, Madhya Pradesh
MADHYA PRADESH,bhopal rly.,2001,1,2,0,10,3,0,0,16,,,,
MADHYA PRADESH,chhatarpur,2001,65,23,20,193,10,46,0,357,chhatarpur,24.760609,79.6781776, Madhya Pradesh
MADHYA PRADESH,chhindwara,2001,93,16,10,203,32,109,0,463,chhindwara,22.2071897,78.798833, Madhya Pradesh
MADHYA PRADESH,damoh,2001,66,10,28,189,0,58,0,351,damoh,23.7981005,79.5419356, Madhya Pradesh
MADHYA PRADESH,datiya,2001,12,8,8,57,0,18,0,103,,,,
MADHYA PRADESH,dewas,2001,78,11,15,279,80,96,0,559,dewas,22.8057498,76.2940408, Madhya Pradesh
MADHYA PRADESH,dhar,2001,68,18,41,168,21,88,0,404,dhar,22.5786572,75.2258637, Madhya Pradesh
MADHYA PRADESH,dindori,2001,20,2,0,53,6,4,0,85,dindori,22.9070871,80.8846924, Madhya Pradesh
MADHYA PRADESH,guna,2001,124,15,7,317,22,95,0,580,guna,24.5001772,77.2600959, Madhya Pradesh
